,省,市,区,地址,adcode
134,辽宁省,大连市,中山区,金城街解放街白兰街贴布告：本月3日至10日停气..但至今没有供气。工期无答复，居民们被迫去买电磁炉做饭。二，改气无限拖延，原灶具的保修期内，可免费更换气嘴，如今已过保修，8月2日居民被迫花钱改气嘴。三，与华润现场工作人员，反复确认，答复7月末之前，允许灶具售后上门改嘴，此消息早已发布到业主群。但8月16日，入户的华润员工及96177答复7月末之前可以，8月之后不允许通气。有录音及视频为证,210202
135,,,,,
136,辽宁省,大连市,中山区,丰源海景山庄小区的一名业主。事情比较复杂，请耐心看完。今年4月份，华润集团进到我们小区进行煤气换天然气之前的安全检测，遂派员进户检查，多名业主可以证明他们的语言是检查安全，没问题就可以换表通气了，但是排查的时候对所有业主都会说你的燃气灶不符合安全，必须换燃气公司的才可以通。而我们业主用的燃气灶具都是老板方太等正规大牌子的，也有很多亲属在其他小区接受过华润如此推销燃气灶的骗术，实际情况是我们只需通知燃气灶品牌方客服花180元左右少量费用即可使用原正规品牌灶具继续使用，当我们业主在燃气公司主管也在的我们小区业主群里如此表达这一主张时，可笑的是那位燃气主管退群了，从此本来说好换表通气的进度停止了。4.29号（五一小长假来临前两天），华润集团突然一纸通知贴在各单元门口，将停气。那时正是五一假期之前，邻居们本来欢喜的长假因为突然断气而变得十分困难，无法正常做饭，无法洗澡，小区306户业主，很多上有老下有小，又正值上海疫情最严重时候，全国多地疫情散发，我们又不能外出吃饭洗澡，就这样直到现在三个月！足足三个多月！期间我们投诉过，反复投诉过，咨询过，反复咨询过，但是因为都是业主多点散发进行，所以燃气公司根本没有权威答复，直到现在，小区依然没有煤气或者天然气，今年大连出奇的闷热，我们没有煤气做饭，没有热水洗澡，整整三个月啊！这是最基本的民生问题。我们恨燃气公司的独断霸道，没有程序，没有提前通知，如此藐视民生！现在很多业主无奈买了电热水器，用起了电磁炉，居民都在痛苦忍受，有的甚至在院子里生炉子做饭，给其他居民带来不便，也影响了环境卫生。二十大即将召开，在美丽的大连，美丽的5A级风景区对面的我们的小区，306户居民遭受到了三个多月断气的裹挟，煤气公司说是有文件规定都要外立管，但实际，就在我们不远的“欧洲小镇，中南苑，枫合万家，海贝花园”等等数都是2000年左右的小区，跟我们年限一致，他们却没有缝隙衔接，直接煤气换表通了天然气，难道就是因为我们没有买华润集团的燃气灶就报复性的突然断气？我们要尽快原管道供气！,210202
137,辽宁省,大连市,中山区,金城街44号楼张贴有华润燃气的公告，署名时间是2022年7月文告：整个小区停气一周。今日拨打96177，做了录音，答复：停气断气确实属实，何时结束，请继续等消息。至今日，我们小区已经被迫断气断炊第六天...请陈市长过问一下，谢谢。,210202
138,辽宁省,大连市,中山区,金城街一带停气断气的公告。,210202
139,辽宁省,大连市,沙河口区,永平街5-1的住户，我们小区正在准备置换天然气更换新表，新表安装完之后，从7月十几号开始煤气就给停掉了，停之前也没有发停气公告，过了好几天才在楼下贴公告，天然气置换工作也没有完成，一直到现在家里都做不了饭，给生活带来极大不变，三天前给华润燃气打电话工作人员说是因为换了新表和新管路要重新预约点火通气，结果到现在也没来，连个电话都没有，每次给他们打电话报修都是这样敷衍了事，请领导帮帮我们！,210204
140,四川省,攀枝花市,东区,去年年末就通了，西区也不知道差啥，业主用煤气不安全，29起晚上有一住户家里煤气罐发生爆炸。 3.物业费也不低，但是楼道里的电梯扶手也没看人擦过。 4.前些日子，消防检查，物业清理楼道的东西，把我家门口的东西都拿走了，然后问就说扔河套了 希望领导帮忙解决,510402
141,,,,,
142,辽宁省,大连市,中山区,安民街14号楼。7月1日开始停燃气。15日恢复通气儿，一天半以后停了气儿。至今也没有任何原因的说明和告示。不知道什么时候能够恢复通气儿，家里老人孩子生活成问题。望领导督促解决。,210202
143,,,,,
144,辽宁省,大连市,中山区,安民街14号楼，7月15日恢复燃气一天半之后突然停气，也没有任何通知。没有停气的日期，也没有恢复通气的日期。生活受到严重影响，前前后后已经将近一个月没有燃气了，生活出现困难，老人，孩子没有办法照料。,210202
145,辽宁省,大连市,,安民街燃气改造工程拖延时间太长。没有提前计划。停气时间太长。而且晚上施工非常扰民。特别是老年人本来睡眠不好。年轻人上班累一天。孩子学习都受到影响。希望有关部门尽快出面协调解决。这点活干快一年了。 ,210200
146,辽宁省,大连市,中山区,安民街12号，也算整体安民街从7月一号开始停气，到现在就像没人管了一样，我家表还没挂，1号施工那天开始登了，到现在表还没挂上，这严重影响了我们正常生活，希望尽快解决,210202
147,辽宁省,大连市,中山区,安民街，从7月1日开始停气，给还未挂表的居民挂表，至今未恢复通气，也未给具体通知什么时候通气，现已严重影响生活，请领导督促解决。,210202
148,,,,,
149,,,,,
150,,,,,
151,辽宁省,沈阳市,于洪区,赤山路元江街违停占道和出租车加气占道严重问题，元江街地铁10号线终点D口私家车占用了一排非机动车道违停，剩下两排机动车道，每天下午2-4点之间出租车加气排队又占用了一排机动车道，这就让本来不宽的马路变的非常狭小只剩下一排机动车道，在此时间段人，车都走在了一起。第一:这样非常危险，骑电动车在机动车前面走。很容易造成伤亡。第二:在这时间段造成交通压力特别大。希望有关部门得以重视。谢谢,210114
152,,,,,
153,辽宁省,朝阳市,双塔区,北塔街道华运社区的居民，家住北大街东都二期，小区没业主委员会，但是物业合同上却盖着委员会的章，此小区脏乱差，一周3天都有停水情况，冬天暖气总管道总漏，每年都有修管道停气情况。楼道门都坏了也没人修理，楼道几个月打扫一次，最重要墙皮脱落涉及到人身安全问题也不修理，下水井也不清理，道闸随意开启，道闸下落居民按喇叭按到有人开道闸为止，严重扰民，道闸下落砸到地下咣咣咣咣响。更是让人心脏受不了，小区内泥沙砖头没人清理,211302
154,,,,,
155,,,,,
156,辽宁省,大连市,,高新区新新园小区21年11月份突然收到一纸通知，因原有液化气管道存在安全隐患，停气改造三个月，但至今（22年6月中旬）依然没有改造完成，且遥遥无期，居民生活受到严重影响，希望政府有关部门，特别是发通知停气的住建部门给百姓一个交代。,210200
157,辽宁省,大连市,,中山去祝胜街，2021年11月左右按照市政府要求进行管道安装，安装的位置就在洗菜水盆的旁边，平时洗菜的水渍能够溅在燃气表上，当时我们提出要安装在做饭的炉灶旁被拒绝，5月16日，我们家煤气停气换天然气管道，燃气表长时间被水渍浸泡漏气，这样的安全隐患让我们寝室难安，从停气到现在已经过去半个月了96177客服电话我也打过很多次了，至今没有解决。,210200
158,辽宁省,大连市,中山区,自卫街附近进行燃气改造，原定改造停气时间为5月12日-5月20日，停气通知仅提前10小时张贴，并且截止目前6月1日已经超过原定时间12天，仍未完成改造也未通气。 2.6月1日上门试气，试气人说之前所装管道不合格并表示之前管道不是所谓的华润的团队来装的管道，但是当时装管时是收费的，并且是给出了华润收据的，现在试气的团队说管道不合格，不能试气通气，前后不一如解释,210202
159,辽宁省,大连市,中山区,桃源街道桃仙小区66号楼1单元用户，5月30日3楼外管天然气泄露，天然气工作人员来看后把总阀门关掉，致使我们这一撇用户不能正常使用天燃气，期间说是承包外墙保暖干活人员造成的，必须和他们协商才能维修，在楼门贴了张通知说停气再通气另行通知，之后就再没消息，我们居民打了几天96177，只是告诉我们催促催促，也没人来修，也打过39918336说我们不知道这事，我们只负责室内管维修，外管不管，再打电话就占,210202
160,辽宁省,大连市,中山区,丰汇园小区的居民。自今年4月29日以来，我们小区300多户居民被华润燃气公司，以置换天然气改造为名，未跟我们协商，单方面强行停供燃气已经过去整整一个月了，期间华润燃气公司未对我们做出任何解释。我们也向社区、街道多次反映情况，也未见燃气公司来小区进行施工。华润燃气公司的“气霸”行为和作风，严重地破坏了大连市政府苦心打造的营商环境，也严重地影响了我们居民的正常生活，望市长予以干预并解决为盼。,210202
